縣市,經度,緯度
基隆市,121.74320999614108,25.119720010608305
高雄市,120.33055001885192,22.651440004190164
高雄市,120.27124000000003,22.620850000000075
基隆市,121.70057997186692,25.148449989570512
高雄市,120.31842000000006,22.623580000000054
基隆市,121.74127997911594,25.136820015095548
基隆市,121.73988003364758,25.128060004267866
高雄市,120.32657003976708,22.65121997923181
基隆市,121.73430662938856,25.12110945311072
基隆市,121.74291000782648,25.124489984067374
基隆市,121.74196000292056,25.12794001732391
基隆市,121.76779000000008,25.151810000000072
高雄市,120.30491000000006,22.648180000000025
高雄市,120.3281699774452,22.640989992134728
基隆市,121.73553996800241,25.13136000145755
基隆市,121.73358002758283,25.13196001999637
基隆市,121.77354997106528,25.136480003193242
基隆市,121.73855996771648,25.14603998285999
基隆市,121.74573001533079,25.131190016461158
基隆市,121.73854001878692,25.129589994963993
高雄市,120.31805000000007,22.639340000000054
基隆市,121.74032997421007,25.13781000167961
高雄市,120.37848000432295,22.633159995373873
基隆市,121.72850000752531,25.113680011180076
基隆市,121.74504999152616,25.12794001732391
高雄市,120.36000997776165,22.628909993278285
基隆市,121.76280998706949,25.127969982627764
基隆市,121.73430662938856,25.12110945311072
高雄市,120.31663999907516,22.650179994595323
高雄市,120.30450000000008,22.643280000000054
高雄市,120.3119300400428,22.660689979167966
基隆市,121.69762996104437,25.08850001966977
臺中市,120.58080003623888,24.172850020310307
基隆市,121.74474002874678,25.128680013645763
高雄市,120.30929000000003,22.64356000000004
新北市,121.32850997211807,24.93557999140377
基隆市,121.74439000047016,25.13242001884264
基隆市,121.73374003811449,25.155470001118
基隆市,121.73860003321369,25.130440003765017
基隆市,121.7413300190779,25.1269999868828
基隆市,121.73430662938856,25.12110945311072
基隆市,121.73857002600029,25.13014998991516
高雄市,120.34799996779672,22.62841001275387
基隆市,121.74041999585016,25.138070008316106
基隆市,121.74026995978329,25.12814000953368
高雄市,120.34000002794895,22.683189982866487
高雄市,120.36430997790968,22.636739990039143
基隆市,121.74494999542135,25.127930000949625
基隆市,121.74104000522806,25.13062000513571
高雄市,120.35688998194269,22.62542999471791
高雄市,120.32773998581234,22.592659980334645
基隆市,121.734660035807,25.13195000362208
高雄市,120.33819003977726,22.60233998885486
臺南市,120.21599999639015,23.020500020599236
基隆市,121.72701004041687,25.1412000205094
基隆市,121.79179997266816,25.123499997483336
基隆市,121.74041999585016,25.138070008316106
高雄市,120.33154000543594,22.595540002265736
基隆市,121.73965003422444,25.130429987390734
基隆市,121.6970599916284,25.073709983878626
基隆市,121.76136000163916,25.127600005421602
高雄市,120.30239894520577,22.621793187379474
基隆市,121.74006996757356,25.130589997922343
高雄市,120.30636998839044,22.62160000979044
高雄市,120.30469997800172,22.634899994654063
基隆市,121.7437499583437,25.129190010544466
高雄市,120.33509996735262,22.64394000295733
高雄市,120.29803996919566,22.79232998974264
基隆市,121.72665003767547,25.145060012650234
基隆市,121.7412399974378,25.12799998984113
高雄市,120.3033499886763,22.726039990189506
高雄市,120.29588379829391,22.71075537778585
基隆市,121.74042997031496,25.1284599886874
高雄市,120.30180000714107,22.805990019257173
高雄市,120.31883999720164,22.652679981036428
基隆市,121.70800000000007,25.151860000000053
新北市,121.47197999128694,25.00452998792963
基隆市,121.76007002674044,25.12794001732391
基隆市,121.74599002196732,25.13308000989868
基隆市,121.73825997940183,25.12955001328585
基隆市,121.74439000047016,25.129320013862724
基隆市,121.73689000000002,25.12505000000005
高雄市,120.54730997446337,22.892099992787514
高雄市,120.35902996564238,22.588270000456014
高雄市,120.35460000000013,22.704800000000034
基隆市,121.73739002167127,25.127149981040105
基隆市,121.749359966139,25.13744999893823
高雄市,120.40982002411494,22.56027000144137
基隆市,121.72928002743478,25.139200014592706
基隆市,121.74277003004343,25.12884999864216
基隆市,121.74593998200537,25.13206001610125
基隆市,121.75397998735028,25.129880008813878
基隆市,121.75125997595079,25.138330014952608
基隆市,121.74679996527121,25.13406999648272
高雄市,120.31365000000004,22.626400000000054
高雄市,120.32691998422469,22.605289999677467
高雄市,120.3104800000001,22.60955000000007
高雄市,120.29798003858791,22.64310998499537
基隆市,121.73966998315399,25.134699980325394
基隆市,121.73854001878692,25.129589994963993
基隆市,121.74740002571951,25.13301999547194
基隆市,121.74668002023674,25.134720013073988
高雄市,120.35806998627169,22.566989982764696
高雄市,120.30445000000007,22.640310000000053
基隆市,121.74098996526608,25.12819000758613
新北市,121.66147998611513,25.06436998726072
基隆市,121.73972002311598,25.130509992656545
基隆市,121.73946999094429,25.129060007226208
基隆市,121.73689000000002,25.12505000000005
基隆市,121.74701999022957,25.14706999303171
基隆市,121.73686000000008,25.130870000000076
基隆市,121.73479003912523,25.13145999756245
基隆市,121.74723004072308,25.12930999748843
基隆市,121.7391600281648,25.13078001566733
基隆市,121.7479699951354,25.13467001502153
基隆市,121.73868997103472,25.13022002071618
高雄市,120.2919500136245,22.790880004312328
高雄市,120.48190003283413,22.886400005261606
基隆市,121.75233998417495,25.129589994963993
基隆市,121.73194002440756,25.130950000663727
高雄市,120.58787997839407,23.084710008969864
基隆市,121.7486200117267,25.12894002028225
基隆市,121.74802003509741,25.133540008744944
基隆市,121.74599999643208,25.132570012999963
高雄市,120.39985997620964,22.599419985245646
基隆市,121.7442399644033,25.132240017471947
高雄市,120.48269002720836,22.88912999112584
基隆市,121.74031002528051,25.131030005929546
臺北市,121.47319000282936,25.126699998568142
高雄市,120.3502599803499,22.64515001449973
高雄市,120.31218,22.677080000000053
基隆市,121.77051242578779,25.12894573205641
基隆市,121.75062999210812,25.128019980680214
基隆市,121.7571900048094,25.12768001068741
臺北市,121.55722998155152,25.030989979873862
基隆市,121.7450400170614,25.13336000737425
基隆市,121.74880687667694,25.09766041956586
基隆市,121.74084998748305,25.126699998568142
桃園市,121.2920870799912,25.047220503844628
高雄市,120.35051001252162,22.642280008942947
基隆市,121.74278000450823,25.126250016096158
基隆市,121.74080003134014,25.13664998818965
高雄市,120.31102999127985,22.644050015436505
基隆市,121.73958574307908,25.12710538469317
高雄市,120.30489997021152,22.663819991361265
基隆市,121.7263447796267,25.149231679851066
臺北市,121.52600999061298,25.05190999482382
基隆市,121.72941003075306,25.139380015963397
基隆市,121.7417200000001,25.12777000000005
基隆市,121.75039999268499,25.12771999236556
基隆市,121.73868997103472,25.13022002071618
高雄市,120.30830000541565,22.620439996300483
基隆市,121.74802003509741,25.133540008744944
基隆市,121.74731997854416,25.1302799932334
基隆市,121.7450400170614,25.13336000737425
基隆市,121.7394200348013,25.128899996694607
基隆市,121.75224996253485,25.129600011338297
高雄市,120.37139997834872,22.62800001196004
高雄市,120.29806000194424,22.708759984331564
基隆市,121.74241000000006,25.12951000000004
基隆市,121.72888965517464,25.115865438085198
基隆市,121.73689000000002,25.12505000000005
基隆市,121.74040000000002,25.13344000000007
基隆市,121.7391000137381,25.130199987967586
高雄市,120.29606997049228,22.619899992188397
基隆市,121.73184002830266,25.13730000478089
基隆市,121.74018002196226,25.13070001040153
高雄市,120.45248000000004,22.937650000000076
基隆市,121.7429700222532,25.124200012127037
基隆市,121.75056000321665,25.127819988470435
基隆市,121.73799997276535,25.129170019705402
高雄市,120.29612001045427,22.7927199996974
高雄市,120.33610998668524,22.56690000303411
高雄市,120.7168499756217,22.91118001235239
高雄市,120.36128000373085,22.625060017511746
基隆市,121.73408998257207,25.131069987607695
基隆市,121.75027996383152,25.13695001841381
基隆市,121.74106003797665,25.1374699897773
基隆市,121.74556003033443,25.13419999980097
基隆市,121.74183000000004,25.127870000000033
基隆市,121.74931000999607,25.127650003474045
高雄市,120.28497995821994,22.626210014627407
基隆市,121.74803000956214,25.12758998904731
高雄市,120.30703000000004,22.61735000000005
高雄市,120.29504000223012,22.620370007408948
基隆市,121.73573996021211,25.13144000672337
基隆市,121.751819970902,25.135150004706894
基隆市,121.73782001330414,25.14253001899576
基隆市,121.73854001878692,25.129589994963993
基隆市,121.74525995820072,25.133490010692498
基隆市,121.73841001546869,25.130229995180954
基隆市,121.74337000667276,25.12819000758613
基隆市,121.7455900375478,25.128639990058087
基隆市,121.7405599736332,25.12842998147403
基隆市,121.71415002165087,25.10002999803984
基隆市,121.73909003927332,25.1311600092478
高雄市,120.35602999867687,22.62316998216471
新北市,121.44618996486356,25.04314000953136
基隆市,121.73430662938856,25.12110945311072
基隆市,121.70644001183399,25.142090010988568
高雄市,120.35041999088156,22.637060011102378
基隆市,121.74802003509741,25.133540008744944
基隆市,121.76776997827358,25.128639990058087
高雄市,120.3554300220476,22.61863998259355
基隆市,121.73991004086092,25.129040016387137
高雄市,120.35346999780904,22.725360008294395
基隆市,121.73644999123013,25.131130002034425
基隆市,121.74393000162388,25.129049990851925
基隆市,121.73860003321369,25.145930012290336
基隆市,121.74701999022957,25.147499984664606
桃園市,121.21101999711759,24.896289987906947
高雄市,120.29644003151749,22.62843000359294
基隆市,121.74815003841564,25.127420004050908
基隆市,121.74281998618635,25.122260020637068
高雄市,120.3560900131036,22.567149993296308
高雄市,120.33413998798193,22.56399001579917
高雄市,120.35373997891031,22.582069990496176
基隆市,121.74701999022957,25.13369000290227
高雄市,120.32339002952135,22.57395999625976
高雄市,120.34834999607337,22.612829982588448
基隆市,121.7365599617998,25.126309988613386
基隆市,121.7395600125843,25.13086999539792
基隆市,121.73113997174944,25.12643999193164
基隆市,121.74744998186243,25.09848001650464
高雄市,120.32602999374552,22.728059986945272
基隆市,121.7417200000001,25.12777000000005
基隆市,121.74802003509741,25.133540008744944
高雄市,120.4209500180655,22.58948001199843
基隆市,121.74619998864188,25.132069990566038
基隆市,121.739200009843,25.130080001023632
高雄市,120.3910699581686,22.63824001543143
基隆市,121.74549000000002,25.133930000000078
基隆市,121.73948000000007,25.128140000000034
高雄市,120.31243999503204,22.66202001956385
基隆市,121.74731997854416,25.1302799932334
基隆市,121.74153001128772,25.128400016170172
基隆市,121.74274999729488,25.12632000498768
基隆市,121.74096004187174,25.126780003833947
高雄市,120.3491900304096,22.6460400049789
基隆市,121.73939002758793,25.128819991428784
高雄市,120.35366999001877,22.70069998814757
高雄市,120.35399998554679,22.629200007128162
高雄市,120.302039981029,22.622960015490165
基隆市,121.73430662938856,25.12110945311072
高雄市,120.3083099798804,22.63169999356927
高雄市,120.288900006697,22.714430006553613
高雄市,120.26831002918459,22.610180001990017
基隆市,121.74311997450104,25.123369994165092
高雄市,120.2896200121798,22.80123002026288
高雄市,120.48191000729892,22.886460019688343
基隆市,121.73986997536377,25.129509989698192
基隆市,121.73686000000008,25.130870000000076
高雄市,120.32645998537839,22.72654998708822
高雄市,120.36132995987371,22.79316998216937
基隆市,121.74549000000002,25.133930000000078
基隆市,121.74229997291336,25.1275200001558
基隆市,121.74580997868713,25.13147001393673
基隆市,121.74517999484449,25.13093000982465
高雄市,120.35367996448356,22.726709997619835
基隆市,121.74517999484449,25.133130007951106
基隆市,121.73969999036741,25.127849995683803
基隆市,121.74705997190769,25.14744001214739
基隆市,121.7397600047941,25.127819988470435
基隆市,121.73430662938856,25.12110945311072
基隆市,121.7417699851756,25.12307000585044
高雄市,120.35681001858637,22.63852998737177
基隆市,121.73550996078899,25.13203998335267
基隆市,121.74206230269449,25.12745365977137
基隆市,121.74549000000002,25.133930000000078
基隆市,121.73689000000002,25.12505000000005
基隆市,121.74006996757356,25.13318998046833
基隆市,121.74784996628193,25.13449998811562
基隆市,121.74822002730713,25.13613001682616
高雄市,120.34149996952226,22.62887998606492
基隆市,121.75072998821304,25.12768001068741
基隆市,121.74075996584291,25.127300017106947
高雄市,120.31842000000006,22.623580000000054
基隆市,121.7420900062388,25.127350015159394
基隆市,121.74270004115192,25.12528999481597
高雄市,120.49606997542831,22.883239985854946
基隆市,121.73854001878692,25.129589994963993
高雄市,120.3041300085858,22.67118998927586
基隆市,121.74580997868713,25.12807002064217
基隆市,121.7388600398502,25.130129999076075
基隆市,121.7423999690183,25.12778998125707
基隆市,121.73668996511805,25.125960002246288
高雄市,120.2947000322373,22.66770999071548
基隆市,121.74068000248668,25.137540020578328
基隆市,121.7450400170614,25.13336000737425
基隆市,121.7396800414378,25.127869986522878
高雄市,120.3103499674752,22.62644998851533
基隆市,121.74248001619357,25.128899996694607
臺中市,120.5494900236602,24.13939998212243
基隆市,121.74528996541409,25.128589992005658
基隆市,121.73631001344714,25.13160999171977
高雄市,120.41416000594114,22.591559981271416
基隆市,121.74527001648454,25.131060013142914
基隆市,121.69416999523258,25.0843899953572
基隆市,121.74128142539331,25.12680391749241
高雄市,120.41980002094982,22.588319998508467
高雄市,120.30026000007072,22.61282000812368
基隆市,121.74083003855353,25.127250019054518
基隆市,121.73939002758793,25.14596999396848
基隆市,121.74996002658736,25.12776001595321
高雄市,120.18881002449842,22.902389994311328
基隆市,121.7407799985915,25.13795999583693
基隆市,121.69751001600993,25.08770000892119
基隆市,121.74002998589536,25.13060998876142
高雄市,120.30702000498172,22.726690006780768
基隆市,121.74242000176683,25.12837000895681
高雄市,120.36447996290607,22.63770998578411
基隆市,121.74405737003302,25.12498550924457
基隆市,121.74277079592116,25.12304207501925
基隆市,121.74291000782648,25.124489984067374
高雄市,120.28109997523998,22.597510000969052
基隆市,121.73880783897972,25.128499910915565
高雄市,120.41909156668643,22.65801703053404
基隆市,121.73948000000007,25.128140000000034
基隆市,121.76493002183963,25.127899993736246
基隆市,121.74626997753336,25.133060019059602
基隆市,121.74996002658736,25.12807002064217
高雄市,120.33368776841436,22.706457932071924
高雄市,120.30660996227834,22.67637000543827
高雄市,120.32185002245096,22.729230016809524
基隆市,121.7391600281648,25.13078001566733
高雄市,120.39121001977064,22.637140016368193
基隆市,121.73689000000002,25.12505000000005
屏東縣,120.59790004072613,22.36332000343284
基隆市,121.7479099807087,25.14519001596849
基隆市,121.7405599736332,25.129589994963993
基隆市,121.73578002570936,25.133210013216924
基隆市,121.74277079592116,25.12304207501925
基隆市,121.74780001013904,25.13403001480457
基隆市,121.74040000000002,25.13344000000007
高雄市,120.32956964754707,22.629087200087
基隆市,121.70617003073272,25.165929987638226
基隆市,121.74084998748305,25.12907999806529
高雄市,120.28638,22.624670000000037
基隆市,121.74839001230356,25.136009987972685
基隆市,121.7483299978768,25.135820012137213
基隆市,121.7354999863242,25.131889989195344
高雄市,120.31789996676048,22.61494000098432
高雄市,120.35334996895556,22.55818999025887
基隆市,121.74031002528051,25.12860998284472
基隆市,121.73880783897972,25.128499910915565
高雄市,120.33243997037987,22.60868999297205
基隆市,121.7389499776712,25.129320013862724
基隆市,121.73168999223586,25.13744999893823
高雄市,120.31447000816206,22.58257998739489
基隆市,121.74114000133291,25.13019001350281
高雄市,120.30054045855093,22.640303178988532
基隆市,121.74327001056787,25.128240005638556
基隆市,121.74327001056787,25.128240005638556
基隆市,121.73845997161158,25.14581999981115
基隆市,121.73259000000007,25.12878000000007
高雄市,120.36527004109942,22.64719000209457
基隆市,121.74311997450104,25.128539993953208
高雄市,120.34108003617314,22.60916998265737
高雄市,120.33435003847552,22.596839993538733
高雄市,120.30161996386093,22.62354000128039
基隆市,121.75672003149832,25.12791001011054
基隆市,121.78239002906828,25.13492997974852
基隆市,121.7418500323509,25.12924998306169
基隆市,121.73913002095145,25.12965000939073
高雄市,120.3125199583883,22.62672001152612
高雄市,120.26831002918459,22.610180001990017
基隆市,121.71396000390592,25.098880000924172
高雄市,120.27019000624779,22.619940015776052
基隆市,121.73880783897972,25.128499910915565
基隆市,121.74268998286811,25.12515999149771
基隆市,121.74511998041771,25.125250013137823
高雄市,120.33121998437271,22.629200007128162
基隆市,121.73684997564965,25.12986999243958
基隆市,121.74225001677048,25.12261000700417
高雄市,120.33347002246114,22.6306400180937
基隆市,121.74002998589536,25.130240011555266
高雄市,120.35155003906765,22.680789992530265
基隆市,121.74636997363821,25.129980004918753
基隆市,121.71993998890741,25.095519989307746
基隆市,121.73969999036741,25.13132001977941
高雄市,120.3603999877164,22.629080020184198
基隆市,121.71144995918098,25.1275200001558
基隆市,121.74498000263469,25.13062000513571
基隆市,121.74535900769102,25.132691759940794
高雄市,120.3025399615534,22.676250018494315
基隆市,121.74088996916115,25.127149981040105
基隆市,121.74806001677551,25.12965000939073
高雄市,120.40033003333971,22.598119993972645
高雄市,120.40033003333971,22.598119993972645
基隆市,121.73684000118489,25.12418999575273
基隆市,121.74311997450104,25.128539993953208
高雄市,120.32196996748544,22.657690012202448
臺北市,121.51382002118687,25.05811000478365
基隆市,121.72837000420708,25.14028999728164
基隆市,121.75025004043721,25.12755000736917
基隆市,121.75101002759813,25.138309982204017
基隆市,121.76080998115282,25.129880008813878
高雄市,120.29710999703829,22.664709981840428
基隆市,121.73948000000007,25.128140000000034
高雄市,120.34247169085279,22.64500967116519
高雄市,120.31815997339693,22.591589988484785
高雄市,120.31782000340422,22.638909980952235
基隆市,121.74564996815548,25.128710020859128
基隆市,121.75510000000007,25.126900000000035
基隆市,121.72495804202299,25.14161434567425
高雄市,120.30721002272672,22.622479983895307
高雄市,120.41554000000008,22.53985000000005
高雄市,120.3564400413802,22.59276001834905
基隆市,121.76254998043301,25.12811000232031
基隆市,121.73670002340185,25.12694001436557
高雄市,120.32454000000007,22.66282000000007
基隆市,121.74259996122801,25.128539993953208
高雄市,120.32183996416715,22.609659988717013
高雄市,120.3051400279185,22.615760002571967
基隆市,121.7625600387168,25.12755998183394
基隆市,121.76943476259278,25.12845113469777
基隆市,121.73980996093708,25.129689991068894
基隆市,121.7318753630082,25.12676048174509
高雄市,120.41888002325727,22.65854999546825
高雄市,120.29506003497869,22.61392998165168
基隆市,121.7546600111549,25.12912999611773
高雄市,120.297739980881,22.635730012616023
高雄市,120.25049999367936,22.73522999265009
高雄市,120.33067000000004,22.66821000000005
基隆市,121.76438000135329,25.149050008109327
高雄市,120.36439002508502,22.58139000860108
基隆市,121.72749349763971,25.149944707131077
高雄市,120.31218,22.677080000000053
高雄市,120.29310998520492,22.71643998693509
基隆市,121.75774002529572,25.1256999956098
基隆市,121.7405599736332,25.12740998767661
基隆市,121.74389999441051,25.149809995270253
基隆市,121.7541538193424,25.13137513849984
基隆市,121.76480001852137,25.128179991211823
高雄市,120.32359002173115,22.58574998126633
基隆市,121.74872998229635,25.14360001084561
基隆市,121.7394200348013,25.128899996694607
高雄市,120.35084000804966,22.636099989822178
高雄市,120.30630997396366,22.623880013182696
基隆市,121.73430662938856,25.12110945311072
基隆市,121.72587999223072,25.147499984664606
基隆市,121.76655996673115,25.127329982410803
基隆市,121.72633001661222,25.146559996133
基隆市,121.73686000000008,25.130870000000076
基隆市,121.73890002152832,25.131190016461158
基隆市,121.74580997868713,25.133629988475533
基隆市,121.7256400183428,25.14920000226665
基隆市,121.75071003928349,25.128010006215433
基隆市,121.72338000000002,25.120860000000054
基隆市,121.75259000000004,25.12950000000007
高雄市,120.31848000000002,22.622680000000052
高雄市,120.28562997481116,22.760020016115163
基隆市,121.753380010721,25.128450014222626
臺北市,121.52489991904491,25.04985194742259
高雄市,120.41527999584343,22.658239990779308
基隆市,121.74898001446807,25.13726999756753
基隆市,121.73671997233141,25.126190001669432
基隆市,121.7388600398502,25.130129999076075
高雄市,120.3541699705432,22.560569989756022
基隆市,121.73923999152113,25.145320019286746
基隆市,121.72289997419477,25.144049993317594
基隆市,121.75510000000007,25.126900000000035
高雄市,120.28827999731917,22.653750014795804
高雄市,120.29842240359943,22.635899436167
基隆市,121.75052165646505,25.12784758136684
高雄市,120.30353003195654,22.61420000466248
高雄市,120.43293002081707,22.69119000653326
基隆市,121.74549000000002,25.133930000000078
基隆市,121.7429000333617,25.128450014222626
基隆市,121.73687998286306,25.12586000614141
高雄市,120.3261299898504,22.739460003906608
基隆市,121.74313003278485,25.12330997973835
高雄市,120.36187000589528,22.56883002005928
高雄市,120.34730996952732,22.640110018029862
基隆市,121.74032997421007,25.12748001847764
基隆市,121.75082000985316,25.12773998320464
高雄市,120.33160001986263,22.728799983267105
基隆市,121.74911999225112,25.12901000917377
基隆市,121.70848997389362,25.08857000856128
高雄市,120.30901003643356,22.62207999947577
基隆市,121.78429682773366,25.125936741977
基隆市,121.74113002686813,25.12843999784833
高雄市,120.38248999062107,22.642690009736786
高雄市,120.30245999819715,22.623119984112268
高雄市,120.30932997367779,22.630539980079302
基隆市,121.73837003379057,25.12989999965295
基隆市,121.7390000176332,25.131340010618487
基隆市,121.7397600047941,25.127819988470435
基隆市,121.73385998314892,25.15407001374014
高雄市,120.30911003253846,22.719190005547915
高雄市,120.35554996708204,22.677240005078374
基隆市,121.73999000421725,25.12686998356453
基隆市,121.74718997522592,25.13397000037785
高雄市,120.3372400348714,22.737010015517946
基隆市,121.74127997911594,25.12702999409616
高雄市,120.34523000025429,22.629259979645386
基隆市,121.73854001878692,25.129589994963993
高雄市,120.3438800109289,22.59857999281891
基隆市,121.73963997594065,25.1281999820509
基隆市,121.747330036828,25.13480999280457
高雄市,120.33345996417734,22.622320015273203
高雄市,120.34782998280028,22.731760010464
高雄市,120.31732147446934,22.66962717385345
基隆市,121.74048998474164,25.12832998536915
基隆市,121.7417200000001,25.12777000000005
高雄市,120.297354938413,22.642347922884284
高雄市,120.29455997063525,22.634359990542002
高雄市,120.28605996644406,22.78684998526556
高雄市,120.30889000758008,22.623210005752373
高雄市,120.36150002868914,22.627009983466483
基隆市,121.73913002095145,25.12965000939073
高雄市,120.30029000728405,22.61167998547279
高雄市,120.32047002591213,22.661960005137118
基隆市,121.73365999093916,25.135150004706894
高雄市,120.3309100215933,22.6113199827314
基隆市,121.73372997983068,25.131420015884288
基隆市,121.73937996930414,25.129340004701792
臺南市,120.16558997340765,22.99723998783029
高雄市,120.24941001099043,22.880069991983504
基隆市,121.76861001260977,25.132800012423104
基隆市,121.70800000000007,25.151860000000053
基隆市,121.74333999945937,25.12840999063497
高雄市,120.29307997799157,22.6344399958078
高雄市,120.29022996327387,22.79199999421462
高雄市,120.298399971937,22.66593998422192
高雄市,120.28853173823074,22.64063975593995
高雄市,120.29493003166044,22.626629989886013
基隆市,121.73689000000002,25.12505000000005
高雄市,120.3547100165648,22.64380999963907
基隆市,121.75268003798679,25.12907999806529
基隆市,121.73854001878692,25.129589994963993
基隆市,121.7443599932568,25.13214999583184
基隆市,121.73625997348513,25.12973001465655
高雄市,120.32861002736195,22.601280013379306
基隆市,121.740570031917,25.133009979097643
基隆市,121.73355999483424,25.157949996720053
基隆市,121.75036001100688,25.128049987893572
基隆市,121.73099001950165,25.13818002079529
高雄市,120.28446002876592,22.707440002219485
基隆市,121.74002998589536,25.131019989555238
高雄市,120.31828997671522,22.66033001833611
基隆市,121.74288997507792,25.128999992799482
基隆市,121.74382003105421,25.12886001501645
高雄市,120.29139001867331,22.680440006163177
基隆市,121.75010997883517,25.12755998183394
基隆市,121.73332002094635,25.158129998090743
基隆市,121.73663003451031,25.152239992819844
基隆市,121.73772001719924,25.148219990147386
基隆市,121.74143998964756,25.128589992005658
高雄市,120.30455002575394,22.63419998001036
高雄市,120.30255999430204,22.621659982307662
基隆市,121.72338000000002,25.120860000000054
高雄市,120.39010000433314,22.616009992834183
高雄市,120.32750001192444,22.63089998282068
高雄市,120.31423003427416,22.682060018499413
高雄市,120.28798998346925,22.68131998026805
高雄市,120.32898000456812,22.62119000899661
基隆市,121.72999000000004,25.15296000000007
高雄市,120.2968700231504,22.648409988101765
基隆市,121.73689000000002,25.12505000000005
基隆市,121.73873003653192,25.128379983421606
基隆市,121.73808001994064,25.142270012359266
基隆市,121.74354996613391,25.127819988470435
基隆市,121.74052000000006,25.129850000000033
基隆市,121.74602002918068,25.12896998558611
基隆市,121.76184003323402,25.147549982717052
基隆市,121.74327001056787,25.128240005638556
高雄市,120.52405999997819,22.87686999089869
基隆市,121.74277003004343,25.12835999258252
高雄市,120.33028003775064,22.648190005052925
高雄市,120.30354000642131,22.62286999385006
臺北市,121.51373997401156,25.05991999295536
高雄市,120.42150003855188,22.57766001977849
高雄市,120.30573003008301,22.64505001839485
基隆市,121.69429002408606,25.08502999557416
基隆市,121.76319002255946,25.12771999236556
基隆市,121.74711001186961,25.14519001596849
